Company,InsuranceGroup,VehicleType,Region,Date,Premium,Vehicles
Company 2,Group B,PPV,North,2019-11-01,1552432,1077.916668
Company 11,Group B,PPV,North,2019-12-01,33642,21.00000002
Company 2,Group B,PPV,North,2019-12-01,1334087,926.7500003
Company 1,Group B,PPV,North,2019-12-01,1090410,566.5833338
Company 11,Group B,PPV,North,2019-10-01,43551,31.08333334
Company 1,Group B,PPV,North,2019-10-01,1725073,977.7500007
Company 2,Group B,PPV,North,2019-10-01,1905116,1332
Company 2,Group B,PPV,North,2019-09-01,1812428,1299.75
Company 11,Group B,PPV,North,2019-09-01,39280,29.99999999
Company 1,Group B,PPV,North,2019-09-01,1699719,989.0833342
Company 2,Group B,PPV,North,2019-08-01,2229114,1616.833334
Company 1,Group B,PPV,North,2019-08-01,1635839,962.5833339
Company 11,Group B,PPV,North,2019-08-01,34712,29.74999999
Company 1,Group B,PPV,North,2019-07-01,1544281,892.3333337
Company 11,Group B,PPV,North,2019-07-01,29355,25.00000001
Company 2,Group B,PPV,North,2019-07-01,1921280,1388.75
Company 2,Group B,PPV,North,2019-06-01,1870137,1401.916667
Company 11,Group B,PPV,North,2019-06-01,24761,20.00000002
Company 1,Group B,PPV,North,2019-06-01,1672539,964.5833336
Company 1,Group B,PPV,North,2019-05-01,1537948,922.5833336
Company 11,Group B,PPV,North,2019-05-01,42254,39
Company 2,Group B,PPV,North,2019-05-01,2057440,1527
Company 11,Group B,PPV,North,2019-04-01,50646,40.91666666
Company 1,Group B,PPV,North,2019-04-01,1632731,970.166667
Company 2,Group B,PPV,North,2019-04-01,1807878,1367.75
Company 11,Group B,PPV,North,2019-03-01,42341,32.16666667
Company 2,Group B,PPV,North,2019-03-01,1498750,1142.083334
Company 1,Group B,PPV,North,2019-03-01,1390640,797.7500005
Company 11,Group B,PPV,North,2019-01-01,19579,15
Company 2,Group B,PPV,North,2019-01-01,1375032,1035.083334
Company 1,Group B,PPV,North,2019-01-01,1021945,594.5833337
Company 1,Group B,PPV,North,2019-02-01,1123546,625.5833337
Company 2,Group B,PPV,North,2019-02-01,1200548,868.666667
Company 11,Group B,PPV,North,2019-02-01,27938,20.83333334
Company 1,Group B,PPV,South,2019-02-01,312475,205.0000002
Company 2,Group B,PPV,South,2019-02-01,1107450,939.4166668
Company 11,Group B,PPV,South,2019-02-01,28152,29.83333334
Company 1,Group B,PPV,South,2019-01-01,331553,231.1666668
Company 11,Group B,PPV,South,2019-01-01,26076,25.75000003
Company 2,Group B,PPV,South,2019-01-01,1376787,1155.166667
Company 1,Group B,PPV,South,2019-03-01,373232,252.2500001
Company 2,Group B,PPV,South,2019-03-01,1425960,1192.583333
Company 11,Group B,PPV,South,2019-03-01,48210,44.74999998
Company 1,Group B,PPV,South,2019-04-01,513858,360.5000001
Company 11,Group B,PPV,South,2019-04-01,17704,23.08333336
Company 2,Group B,PPV,South,2019-04-01,1890829,1602.75
Company 2,Group B,PPV,South,2019-05-01,1774209,1470.333333
Company 11,Group B,PPV,South,2019-05-01,25403,23.49999998
Company 1,Group B,PPV,South,2019-05-01,481012,350.8333334
Company 11,Group B,PPV,South,2019-06-01,37190,37.33333333
Company 2,Group B,PPV,South,2019-06-01,1752486,1477.5
Company 1,Group B,PPV,South,2019-06-01,490142,332.3333335
Company 2,Group B,PPV,South,2019-07-01,1852808,1494.583333
Company 11,Group B,PPV,South,2019-07-01,36738,28.16666668
Company 1,Group B,PPV,South,2019-07-01,504039,351.7500001
Company 11,Group B,PPV,South,2019-08-01,32518,33.33333335
Company 1,Group B,PPV,South,2019-08-01,541029,353.4166669
Company 2,Group B,PPV,South,2019-08-01,2325506,1883.083334
Company 1,Group B,PPV,South,2019-09-01,511738,326.0000003
Company 2,Group B,PPV,South,2019-09-01,1766775,1424.833334
Company 11,Group B,PPV,South,2019-09-01,19990,16.25000001
Company 11,Group B,PPV,South,2019-10-01,31840,28.41666668
Company 2,Group B,PPV,South,2019-10-01,1856087,1449.833334
Company 1,Group B,PPV,South,2019-10-01,588080,385.4166669
Company 1,Group B,PPV,South,2019-12-01,344984,212.3333335
Company 2,Group B,PPV,South,2019-12-01,1347916,1024
Company 11,Group B,PPV,South,2019-12-01,31730,24.00000001
Company 2,Group B,PPV,South,2019-11-01,1640273,1295.750001
Company 11,Group B,PPV,South,2019-11-01,29289,23.08333334
Company 1,Group B,PPV,South,2019-11-01,476380,293.0000003
Company 1,Group B,PPV,Calgary,2020-02-01,6693246,3602.833335
Company 11,Group B,PPV,Calgary,2020-02-01,295529,207.3333334
Company 2,Group B,PPV,Calgary,2020-02-01,15017616,9757.333336
Company 1,Group B,PPV,Calgary,2020-01-01,6190218,3271.250002
Company 11,Group B,PPV,Calgary,2020-01-01,234783,161.0000001
Company 2,Group B,PPV,Calgary,2020-01-01,17687230,11872.83334
Company 1,Group B,PPV,Calgary,2020-03-01,7726584,4306.916669
Company 11,Group B,PPV,Calgary,2020-03-01,371639,271.1666667
Company 2,Group B,PPV,Calgary,2020-03-01,16957757,11462.08334
Company 2,Group B,PPV,Calgary,2020-04-01,18244085,13651.50001
Company 11,Group B,PPV,Calgary,2020-04-01,311384,233.9166667
Company 1,Group B,PPV,Calgary,2020-04-01,8459021,5215.333336
Company 1,Group B,PPV,Calgary,2020-05-01,9968917,5648.5
Company 2,Group B,PPV,Calgary,2020-05-01,21809166,15284.33333
Company 11,Group B,PPV,Calgary,2020-05-01,353264,249.7499999
Company 11,Group B,PPV,Calgary,2020-06-01,349611,254.5
Company 1,Group B,PPV,Calgary,2020-06-01,9936242,5341.583335
Company 2,Group B,PPV,Calgary,2020-06-01,20956298,14095.66667
Company 1,Group B,PPV,Calgary,2020-07-01,9976984,5276.583335
Company 2,Group B,PPV,Calgary,2020-07-01,23655748,15792.5
Company 11,Group B,PPV,Calgary,2020-07-01,334528,238.25
Company 2,Group B,PPV,Calgary,2020-08-01,25189216,16613.16667
Company 1,Group B,PPV,Calgary,2020-08-01,9692869,5033.916668
Company 11,Group B,PPV,Calgary,2020-08-01,362269,235.6666667
Company 11,Group B,PPV,Calgary,2020-09-01,344239,239.8333334
Company 2,Group B,PPV,Calgary,2020-09-01,22953305,14555.66667
Company 1,Group B,PPV,Calgary,2020-09-01,10334049,5304.416668
Company 2,Group B,PPV,Calgary,2020-10-01,21551746,13765.25001
Company 1,Group B,PPV,Calgary,2020-10-01,9638980,4979.16667
Company 11,Group B,PPV,Calgary,2020-10-01,383745,241.3333335
Company 11,Group B,PPV,Calgary,2020-12-01,212139,134.2500001
Company 2,Group B,PPV,Calgary,2020-12-01,15025789,9786.250004
Company 1,Group B,PPV,Calgary,2020-12-01,5869831,3110.500003
Company 1,Group B,PPV,Calgary,2020-11-01,7917841,4148.333337
Company 11,Group B,PPV,Calgary,2020-11-01,334188,221.4166667
Company 2,Group B,PPV,Calgary,2020-11-01,18204853,11614.41667
Company 11,Group B,PPV,Central,2020-11-01,53717,50.66666667
Company 1,Group B,PPV,Central,2020-11-01,1488892,859.7500005
Company 2,Group B,PPV,Central,2020-11-01,3005920,2199.916667
Company 2,Group B,PPV,Central,2020-12-01,2442243,1766.166667
Company 11,Group B,PPV,Central,2020-12-01,38778,27.91666667
Company 1,Group B,PPV,Central,2020-12-01,1093162,630.1666673
Company 1,Group B,PPV,Central,2020-10-01,1782057,982.0000003
Company 2,Group B,PPV,Central,2020-10-01,3534643,2546.916667
Company 11,Group B,PPV,Central,2020-10-01,66654,55.41666668
Company 2,Group B,PPV,Central,2020-09-01,3556840,2527.250001
Company 1,Group B,PPV,Central,2020-09-01,1905480,1044
Company 11,Group B,PPV,Central,2020-09-01,90722,75.33333333
Company 11,Group B,PPV,Central,2020-08-01,69530,49.25000002
Company 1,Group B,PPV,Central,2020-08-01,1971389,1137.5
Company 2,Group B,PPV,Central,2020-08-01,3975539,2967.5
Company 1,Group B,PPV,Central,2020-07-01,1792275,1072.25
Company 11,Group B,PPV,Central,2020-07-01,81817,66.75000001
Company 2,Group B,PPV,Central,2020-07-01,3600998,2724.333333
Company 1,Group B,PPV,Central,2020-06-01,1878631,1104.166667
Company 2,Group B,PPV,Central,2020-06-01,3417531,2663.166667
Company 11,Group B,PPV,Central,2020-06-01,90588,83.83333337
Company 2,Group B,PPV,Central,2020-05-01,3647602,2859.666666
Company 11,Group B,PPV,Central,2020-05-01,82666,71.74999999
Company 1,Group B,PPV,Central,2020-05-01,1950928,1207.083333
Company 2,Group B,PPV,Central,2020-04-01,3235829,2661.25
Company 1,Group B,PPV,Central,2020-04-01,1861805,1152.833334
Company 11,Group B,PPV,Central,2020-04-01,75575,81.58333332
Company 2,Group B,PPV,Central,2020-03-01,2874881,2216.583334
Company 1,Group B,PPV,Central,2020-03-01,1645759,924.833334
Company 11,Group B,PPV,Central,2020-03-01,55123,57.75
Company 2,Group B,PPV,Central,2020-01-01,2728269,1997.583334
Company 11,Group B,PPV,Central,2020-01-01,74339,59.00000001
Company 1,Group B,PPV,Central,2020-01-01,1294019,750.0000007
Company 11,Group B,PPV,Central,2020-02-01,50389,39.83333337
Company 2,Group B,PPV,Central,2020-02-01,2364899,1794.416667
Company 1,Group B,PPV,Central,2020-02-01,1331190,775.3333338
Company 1,Group B,PPV,Edmonton,2020-02-01,4860297,2166.083335
Company 2,Group B,PPV,Edmonton,2020-02-01,12392739,7457.750002
Company 11,Group B,PPV,Edmonton,2020-02-01,358939,250.4166667
Company 2,Group B,PPV,Edmonton,2020-01-01,14297085,8597.333336
Company 11,Group B,PPV,Edmonton,2020-01-01,365460,260.5000002
Company 1,Group B,PPV,Edmonton,2020-01-01,4271038,1901.166668
Company 1,Group B,PPV,Edmonton,2020-03-01,5908715,2716.833335
Company 2,Group B,PPV,Edmonton,2020-03-01,14655041,9265.66667
Company 11,Group B,PPV,Edmonton,2020-03-01,482022,350.0000001
Company 11,Group B,PPV,Edmonton,2020-04-01,503961,370.25
Company 2,Group B,PPV,Edmonton,2020-04-01,16244453,11087.83334
Company 1,Group B,PPV,Edmonton,2020-04-01,5655011,2879.416668
Company 11,Group B,PPV,Edmonton,2020-05-01,438481,318.9166666
Company 2,Group B,PPV,Edmonton,2020-05-01,19423349,12307.33333
Company 1,Group B,PPV,Edmonton,2020-05-01,7422669,3477.333333
Company 1,Group B,PPV,Edmonton,2020-06-01,7473694,3510.083334
Company 11,Group B,PPV,Edmonton,2020-06-01,422248,312.6666667
Company 2,Group B,PPV,Edmonton,2020-06-01,19120170,11826.08333
Company 11,Group B,PPV,Edmonton,2020-07-01,424587,311.4166667
Company 2,Group B,PPV,Edmonton,2020-07-01,20284131,12605.5
Company 1,Group B,PPV,Edmonton,2020-07-01,6814824,3165.916667
Company 11,Group B,PPV,Edmonton,2020-08-01,409831,279.3333334
Company 1,Group B,PPV,Edmonton,2020-08-01,7053872,3259.083334
Company 2,Group B,PPV,Edmonton,2020-08-01,21282829,12918.41667
Company 11,Group B,PPV,Edmonton,2020-09-01,446387,296.9166667
Company 2,Group B,PPV,Edmonton,2020-09-01,19886896,11619.33334
Company 1,Group B,PPV,Edmonton,2020-09-01,7085382,3144.000001
Company 1,Group B,PPV,Edmonton,2020-10-01,6741707,3029.166669
Company 11,Group B,PPV,Edmonton,2020-10-01,494396,316.6666669
Company 2,Group B,PPV,Edmonton,2020-10-01,18249053,10733.00001
Company 11,Group B,PPV,Edmonton,2020-12-01,303894,208.5833334
Company 1,Group B,PPV,Edmonton,2020-12-01,4220558,1862.166669
Company 2,Group B,PPV,Edmonton,2020-12-01,11974717,7210.083337
Company 2,Group B,PPV,Edmonton,2020-11-01,15288973,8949.250006
Company 11,Group B,PPV,Edmonton,2020-11-01,429617,281.6666668
Company 1,Group B,PPV,Edmonton,2020-11-01,5634470,2532.250003
Company 2,Group B,PPV,North,2020-11-01,1560178,1028.666667
Company 1,Group B,PPV,North,2020-11-01,1456315,751.5000007
Company 11,Group B,PPV,North,2020-11-01,25216,19.08333334
Company 1,Group B,PPV,North,2020-12-01,1067661,538.833334
Company 2,Group B,PPV,North,2020-12-01,1278561,831.583334
Company 11,Group B,PPV,North,2020-12-01,24184,14.91666669
Company 2,Group B,PPV,North,2020-10-01,2081585,1342.083334
Company 11,Group B,PPV,North,2020-10-01,33705,20.50000005
Company 1,Group B,PPV,North,2020-10-01,1972376,975.9166673
Company 11,Group B,PPV,North,2020-09-01,40976,33.00000002
Company 2,Group B,PPV,North,2020-09-01,2078181,1332.75
Company 1,Group B,PPV,North,2020-09-01,1894034,1001.166667
Company 2,Group B,PPV,North,2020-08-01,2260963,1514.25
Company 1,Group B,PPV,North,2020-08-01,1839610,973.0000003
Company 11,Group B,PPV,North,2020-08-01,37173,29.83333333
Company 2,Group B,PPV,North,2020-07-01,2073123,1418.5
Company 1,Group B,PPV,North,2020-07-01,1755182,947.0833334
Company 11,Group B,PPV,North,2020-07-01,21283,17.66666668
Company 11,Group B,PPV,North,2020-06-01,23525,21.41666666
Company 1,Group B,PPV,North,2020-06-01,1988082,1064.583333
Company 2,Group B,PPV,North,2020-06-01,2139214,1471.5
Company 2,Group B,PPV,North,2020-05-01,2228787,1585.333333
Company 11,Group B,PPV,North,2020-05-01,44152,37.08333333
Company 1,Group B,PPV,North,2020-05-01,2098090,1162
Company 11,Group B,PPV,North,2020-04-01,44285,33.58333335
Company 2,Group B,PPV,North,2020-04-01,1894599,1378
Company 1,Group B,PPV,North,2020-04-01,1990336,1107.916667
Company 1,Group B,PPV,North,2020-03-01,1768957,917.9166671
Company 11,Group B,PPV,North,2020-03-01,48978,32.83333335
Company 2,Group B,PPV,North,2020-03-01,1683238,1165.916667
Company 1,Group B,PPV,North,2020-01-01,1213412,625.7500006
Company 11,Group B,PPV,North,2020-01-01,18184,13.66666667
Company 2,Group B,PPV,North,2020-01-01,1593524,1075.666667
Company 2,Group B,PPV,North,2020-02-01,1408605,951.2500002
Company 11,Group B,PPV,North,2020-02-01,24405,18.08333334
Company 1,Group B,PPV,North,2020-02-01,1541556,772.6666671
Company 1,Group B,PPV,South,2020-02-01,424252,256.2500001
Company 11,Group B,PPV,South,2020-02-01,28426,27.5
Company 2,Group B,PPV,South,2020-02-01,1369074,1001.583334
Company 2,Group B,PPV,South,2020-01-01,1651852,1228.583334
Company 11,Group B,PPV,South,2020-01-01,26358,28.00000001
Company 1,Group B,PPV,South,2020-01-01,470542,273.9166668
Company 2,Group B,PPV,South,2020-03-01,1572023,1207.583334
Company 11,Group B,PPV,South,2020-03-01,46220,40.74999999
Company 1,Group B,PPV,South,2020-03-01,538377,311.9166668
Company 11,Group B,PPV,South,2020-04-01,20091,18.66666667
Company 1,Group B,PPV,South,2020-04-01,570108,379.3333334
Company 2,Group B,PPV,South,2020-04-01,1825512,1507.416667
Company 2,Group B,PPV,South,2020-05-01,1997589,1564.833333
Company 1,Group B,PPV,South,2020-05-01,662514,428.8333332
Company 11,Group B,PPV,South,2020-05-01,25041,20.41666665
Company 1,Group B,PPV,South,2020-06-01,630342,410.0833333
Company 11,Group B,PPV,South,2020-06-01,35274,32.41666667
Company 2,Group B,PPV,South,2020-06-01,2054787,1591.333333
Company 1,Group B,PPV,South,2020-07-01,629460,376.8333334
Company 11,Group B,PPV,South,2020-07-01,31690,26
Company 2,Group B,PPV,South,2020-07-01,2124218,1589
Company 1,Group B,PPV,South,2020-08-01,569625,346.4166669
Company 2,Group B,PPV,South,2020-08-01,2584609,1913.25
Company 11,Group B,PPV,South,2020-08-01,41533,37.99999999
Company 2,Group B,PPV,South,2020-09-01,1993626,1451.416667
Company 1,Group B,PPV,South,2020-09-01,618385,344.5000002
Company 11,Group B,PPV,South,2020-09-01,20255,16.41666668
Company 11,Group B,PPV,South,2020-10-01,34873,29.75
Company 2,Group B,PPV,South,2020-10-01,1988983,1434.750001
Company 1,Group B,PPV,South,2020-10-01,635626,393.5833335
Company 2,Group B,PPV,South,2020-12-01,1389726,1023.833333
Company 1,Group B,PPV,South,2020-12-01,333827,200.0000003
Company 11,Group B,PPV,South,2020-12-01,31376,23.75
Company 11,Group B,PPV,South,2020-11-01,23438,16.25000005
Company 1,Group B,PPV,South,2020-11-01,583575,326.666667
Company 2,Group B,PPV,South,2020-11-01,1772730,1290.333334
Company 11,Group B,PPV,Calgary,2021-02-01,285718,192.5000001
Company 1,Group B,PPV,Calgary,2021-02-01,7238108,3694.833335
Company 2,Group B,PPV,Calgary,2021-02-01,15285830,9693.000003
Company 2,Group B,PPV,Calgary,2021-01-01,18068722,11803
Company 1,Group B,PPV,Calgary,2021-01-01,6674631,3419.333336
Company 11,Group B,PPV,Calgary,2021-01-01,213829,143.75
Company 11,Group B,PPV,Calgary,2021-03-01,353261,245.1666667
Company 1,Group B,PPV,Calgary,2021-03-01,8864560,4539.666669
Company 2,Group B,PPV,Calgary,2021-03-01,18983233,12009.91667
Company 11,Group B,PPV,Calgary,2021-04-01,324002,229.75
Company 1,Group B,PPV,Calgary,2021-04-01,10042250,5340.083335
Company 2,Group B,PPV,Calgary,2021-04-01,22375675,14607.66667
Company 11,Group B,PPV,Calgary,2021-05-01,347467,229.3333334
Company 2,Group B,PPV,Calgary,2021-05-01,22889102,14967
Company 1,Group B,PPV,Calgary,2021-05-01,10299555,5512.416668
Company 11,Group B,PPV,Calgary,2021-06-01,333293,235.8333333
Company 2,Group B,PPV,Calgary,2021-06-01,22683239,14356.08334
Company 1,Group B,PPV,Calgary,2021-06-01,10559027,5525.666669
Company 1,Group B,PPV,Calgary,2023-07-01,11705236,5111.000003
Company 2,Group B,PPV,Calgary,2023-08-01,30152663,16793.41667
Company 11,Group B,PPV,Calgary,2023-08-01,304668,192.5833334
Company 1,Group B,PPV,Calgary,2023-08-01,11696763,5030.750004
Company 2,Group B,PPV,Calgary,2023-09-01,26587562,14711.16667
Company 1,Group B,PPV,Calgary,2023-09-01,12076773,5252.41667
Company 11,Group B,PPV,Calgary,2023-09-01,278803,190.4166667
Company 1,Group B,PPV,Calgary,2023-10-01,11009754,4740.500004
Company 11,Group B,PPV,Calgary,2023-10-01,303828,189.5833334
Company 2,Group B,PPV,Calgary,2023-10-01,25982508,14554.83334
Company 1,Group B,PPV,Calgary,2023-12-01,7790467,3353.16667
Company 11,Group B,PPV,Calgary,2023-12-01,171763,99.16666671
Company 2,Group B,PPV,Calgary,2023-12-01,18829142,10321.75
Company 11,Group B,PPV,Calgary,2023-11-01,290549,185.5833334
Company 2,Group B,PPV,Calgary,2023-11-01,22234892,12429.25
Company 1,Group B,PPV,Calgary,2023-11-01,9558272,4146.333337
Company 2,Group B,PPV,Central,2023-11-01,3684155,2364.916667
Company 11,Group B,PPV,Central,2023-11-01,37615,32.50000003
Company 1,Group B,PPV,Central,2023-11-01,2001500,1001.500001
Company 1,Group B,PPV,Central,2023-12-01,1702887,810.8333339
Company 11,Group B,PPV,Central,2023-12-01,28227,19.9166667
Company 2,Group B,PPV,Central,2023-12-01,3193580,1954.000001
Company 2,Group B,PPV,Central,2023-10-01,4139855,2589.750001
Company 1,Group B,PPV,Central,2023-10-01,2294939,1191.000001
Company 11,Group B,PPV,Central,2023-10-01,46341,33.1666667
Company 11,Group B,PPV,Central,2023-09-01,72625,60.75000003
Company 1,Group B,PPV,Central,2023-09-01,2451207,1188.583334
Company 2,Group B,PPV,Central,2023-09-01,4412898,2738.583334
Company 2,Group B,PPV,Central,2023-08-01,5087635,3235.000001
Company 1,Group B,PPV,Central,2023-08-01,2540884,1236.000001
Company 11,Group B,PPV,Central,2023-08-01,59689,41
Company 11,Group B,PPV,Central,2023-07-01,58720,42.33333331
Company 2,Group B,PPV,Central,2023-07-01,4464214,2813.083334
Company 1,Group B,PPV,Central,2023-07-01,2401930,1248.250001
Company 11,Group B,PPV,Central,2023-06-01,102359,76.58333332
Company 1,Group B,PPV,Central,2023-06-01,2447967,1249.083334
Company 2,Group B,PPV,Central,2023-06-01,4403624,2801.833334
Company 11,Group B,PPV,Central,2023-05-01,81301,54.99999998
Company 2,Group B,PPV,Central,2023-05-01,4310093,2831.333334
Company 1,Group B,PPV,Central,2023-05-01,2434162,1275.416667
Company 11,Group B,PPV,Central,2023-04-01,61934,59.08333334
Company 1,Group B,PPV,Central,2023-04-01,2497371,1264.916667
Company 2,Group B,PPV,Central,2023-04-01,4316231,2822.833334
Company 1,Group B,PPV,Central,2023-03-01,2223351,1145.750001
Company 11,Group B,PPV,Central,2023-03-01,61626,48.08333334
Company 2,Group B,PPV,Central,2023-03-01,3894910,2469.833334
Company 11,Group B,PPV,Central,2023-01-01,57659,43.58333333
Company 1,Group B,PPV,Central,2023-01-01,1673683,847.0000005
Company 2,Group B,PPV,Central,2023-01-01,3054248,2053.750001
Company 2,Group B,PPV,Central,2023-02-01,3074955,1999.166667
Company 11,Group B,PPV,Central,2023-02-01,42498,37.41666667
Company 1,Group B,PPV,Central,2023-02-01,1603359,819.7500005
Company 2,Group B,PPV,Edmonton,2023-02-01,13945823,7860.083336
